id;medio;ola;anexo;poblado;bienestar;corona;edad;sexo;origen;estado.civil;religion;jefehogar;vinculo.jefe;educ;educ.hoy;educ.hoy.tipo;personas.hogar;joven.estudiando.hogar;tiempo.escuela;tiempo.salud;trabaja.fuera.hogar;tiempo.trabajo;agua.potable;electricidad;internet.fijo;empleo;empleado.act.agropecuarias;empleado.no.agropecuario;cp.act.agropecuaria;cp.act.no.agropecuaria;jornalero;patron.agrop;patron.no.agrop;empl.domestico;empl.gob;empl.principal;pago.justo;lab.no.remuneradas;act.no.remuneradas;vivir.bien;juventud.aporta;educ.formal.trabajo;condiciones.prod.agricola;trabajo.infantil;empleo.calidad;capacidades.humanas;nuevos.empleos;acceso.tecnologia;preocupacion.alimentos;alimentacion.saludable;comido.menos;querer.estudiar;educacion.sirve;acceso.educacion;vida.saludable;acceso.salud;salud.mental;acceso.transporte;caminos;vivienda.apropiada;acceso.internet;cobertura.internet;sistema.salud;decisiones.economicas;labores.hogar;comunidad.valora;mujeres.violencia;mujer.trabaja;mismo.trabajo;salud.reproductiva;mismas.oportunidades;igual.salario;servicios.salud;transporte;act.comunitarias;trato.trabajo;trato.fam;caminar.solo;apoyo.comunidad;tiempo.familia;visiones;espacios.abiertos;juventud.participa;juventud.surge;municipios.trabajan;instituciones.presentes;comunicacion.autoridades;empresa.aporta.bienestar;estado.dialogante;empresa.dialogante;soluciones.colectivas;confianza.familia;confianza.municipalidad;confianza.gobernadores;confianza.jueces;confianza.policia;confianza.vecinos;confianza.com.campesinas;confianza.empresa;participa.org.local;org.local;valoran.formas.vida;intercambian.saberes;recursos.distribuyen.equitativa;politicas.reconocen.comunidades;condicion.bosques;condicion.tierra;condicion.rios;condicion.aire;condicion.mar;prod.respeta.ambiente;prod.adecuada.salud;tiempo.descanso;espacios.recreativos;disfrutan.naturaleza;preocupacion.mediambiente
540;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Nada;18;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Computacion e informatica;5;Si;00:03:00.000-05:00;00:10:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Si;No;No;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Otro hombre dentro del hogar;De algunas tareas;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Bueno;Regular;Bueno;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;No confia ni mucho ni poco;No confia ni mucho ni poco;Si;Grupo Juvenil ;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
541;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Mala;Mucho;30;Hombre;Mestizo/a;Union libre;NA;Si;;Profesional o tecnico;No;;3;Si;00:15:00.000-05:00;00:02:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;De acuerdo;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Si;No;No;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De algunas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Malo;Regular;Regular;Bueno;Muy bueno;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia poco;No confia ni mucho ni poco;Confia;Confia poco;Confia poco;No;;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
542;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Mala;Ni mucho ni poco;19;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Administracion de empresas;2;No;;00:20:00.000-05:00;Si;00:15:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Si;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;En desacuerdo;Otra mujer dentro del hogar;De algunas tareas;De acuerdo;En desacuerdo;De acuerdo;NA;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Malo;Malo;Regular;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;Confia poco;No confia ni mucho ni poco;Confia poco;Confia poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Regular;Regular;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
543;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Muy Buena;Demasiado;20;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Fisioterapia;8;Si;00:10:00.000-05:00;00:03:00.000-05:00;No;;Si;Si;Si;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De algunas tareas;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Regular;Muy bueno;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;Muy en desacuerdo;En desacuerdo;Muy en desacuerdo;De acuerdo;Confia mucho;Confia poco;Confia poco;No confia ni mucho ni poco;No confia;No confia;No confia;No confia;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Buena;Buena;Regular;Regular;Regular;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy en desacuerdo
544;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;19;Mujer;Mestizo/a;Soltero/a;Ninguna;No;Hijo/a;Profesional o tecnico;Si;Administracion de empresas;7;Si;00:10:00.000-05:00;00:10:00.000-05:00;Si;00:30:00.000-05:00;Si;Si;No;Si;0;1;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Otro hombre dentro del hogar;De algunas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Bueno;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Buena;Regular;Regular;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo
545;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;21;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Contabilidad;4;Si;00:05:00.000-05:00;00:05:00.000-05:00;No;;Si;Si;Si;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Otro hombre dentro del hogar;De algunas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Bueno;Regular;Bueno;Regular;Muy bueno;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Buena;Regular;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo
546;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Ni mucho ni poco;20;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Contabilidad;5;No;;00:10:00.000-05:00;No;;Si;Si;Si;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Si;No;No;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;En desacuerdo;De manera compartida;De algunas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Regular;Regular;Regular;Bueno;Muy bueno;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
547;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Demasiado;19;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Administracion de empresas;5;Si;00:05:00.000-05:00;00:15:00.000-05:00;No;;Si;Si;No;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Otra mujer dentro del hogar;De todas las tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Regular;Regular;Bueno;Muy bueno;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;Confia poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Regular;Regular;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;En desacuerdo
548;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Demasiado;20;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;3;No;;00:15:00.000-05:00;Si;00:10:00.000-05:00;Si;Si;Si;Si;1;0;0;0;0;0;0;0;0;Empleado/a en empresa o negocio en actividades agropecuarias;De acuerdo;No;NA;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy en desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy malo;Regular;Regular;Regular;Bueno;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;Confia poco;Confia poco;Confia poco;No confia;No confia ni mucho ni poco;Confia poco;No confia;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Buena;Regular;Buena;Regular;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo
549;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Demasiado;19;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Danza;4;No;;00:15:00.000-05:00;Si;00:10:00.000-05:00;Si;Si;Si;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;De acuerdo;No;NA;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De algunas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Muy bueno;Muy bueno;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;Confia;Confia;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Buena;Regular;Regular;Buena;Regular;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
550;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Buena;Mucho;21;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;12;No;;00:10:00.000-05:00;Si;00:30:00.000-05:00;Si;Si;No;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;De acuerdo;No;NA;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De algunas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Bueno;Bueno;Muy bueno;De acuerdo;De acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De acuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Buena;Mala;Regular;Regular;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo
551;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Demasiado;18;Mujer;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;Si;Administracion de empresas;5;Si;00:10:00.000-05:00;00:05:00.000-05:00;Si;00:05:00.000-05:00;Si;Si;No;Si;0;0;0;0;0;0;0;0;1;Empleado/a del Gobierno;Ni de acuerdo ni en desacuerdo;No;NA;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De manera compartida;De algunas tareas;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;De acuerdo;Muy de acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Regular;Regular;Regular;Bueno;Muy bueno;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Muy de acuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;En desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Confia mucho;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No confia ni mucho ni poco;No;;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Regular;Mala;Mala;Mala;Mala;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;En desacuerdo
552;telefonico;Ola 2;Pueblo Nuevo de Colan;Pueblo Nuevo de Colan;Regular;Mucho;21;Hombre;Mestizo/a;Soltero/a;NA;No;Hijo/a;Profesional o tecnico;No;;6;Si;00:10:00.000-05:00;00:02:00.000-05:00;Si;00:10:00.000-05:00;Si;Si;Si;Si;0;0;0;1;0;0;0;0;0;Trabajador/a por cuenta propia en actividades no agropecuarias;Ni de acuerdo ni en desacuerdo;No;NA;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Muy en desacuerdo;De acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;No;No;No;De acuerdo;De acuerdo;De acuerdo;Muy de acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;De manera compartida;De algunas tareas;De acuerdo;En desacuerdo;Muy de acuerdo;Muy de acuerdo;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Malo;Malo;Regular;Bueno;Muy bueno;Muy de acuerdo;Muy de acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy de acuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Muy en desacuerdo;Ni de acuerdo ni en desacuerdo;Confia;No confia;Confia poco;No confia;No confia ni mucho ni poco;No confia;No confia;No confia;No;;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;En desacuerdo;Buena;Regular;Regular;Regular;Regular;De acuerdo;De acuerdo;Ni de acuerdo ni en desacuerdo;Ni de acuerdo ni en desacuerdo;De acuerdo;De acuerdo
